collection_no,collection_name,lng,lat,mid_ma,formation,n_occurrences,n_genera,n_herbivore,n_predator
19609,"UCMP 708, West of Tassajero",-121.875,37.799999,7.105,,1,1,1,0
19610,White Cone,-110.099998,35.799999,7.050000000000001,Bidahochi,20,13,13,5
19611,White Operation Quarry,-106.199997,35.5,14.4,Tesuque,8,8,6,2
19612,Wikieup,-113.400002,34.700001,7.050000000000001,Big Sandy,25,19,11,14
19613,"UCMP V-1102, Wildcat Canyon",-122.290001,37.935001,10.95,Orinda,1,0,1,0
19614,Witt-Decker No. 2 Oil Well,-122.5,38.299999,14.186499999999999,Petaluma,1,1,1,0
19615,Yule Tide Quarry,-117.0,34.799999,14.4,Barstow,1,1,0,1
19616,Yermo,-117.0,34.799999,14.4,Barstow,10,10,5,5
19765,4.8 km east of Boise,-116.199997,43.599998,7.050000000000001,Chalk Hills,1,1,1,0
19966,SBCM Locality 2.12.16,-115.199997,35.700001,5.4,Horse Spring,5,5,3,0
200046,LACM 7502,-117.8545,34.409,10.95,Punchbowl,1,1,1,0
200705,"Montbrook, FLMNH site LV070",-82.444443,29.385555,7.050000000000001,,3,3,2,1
204601,LACM 4702,-118.5,35.299999,9.438,Dove Spring,7,4,7,0
206138,Wolf Creek ,-134.95723,60.583611,8.4815,,2,0,2,0
207452,"Site 15, Medio Creek, Parrish Ranch",-97.667702,28.4883,10.95,Goliad,23,16,21,2
207489,"Site 18, Richards farm, east of Normanna",-97.740997,28.530701,10.95,Blanco,7,7,6,1
207493,"Cold Spring, San Jacinto site 2",-95.1492,30.6052,14.4,Fleming,14,10,12,2
208510,UO 4343 Cave Basin,-120.010002,44.09,17.4,Mascall,1,0,0,1
208511,UO 4354 Cave Basin,-120.010002,44.09,17.4,Mascall,1,1,0,1
208512,UO 5141 Lili's Site,-120.02417,44.038334,17.4,Mascall,1,1,0,1
208513,UO 4358 Hawk Rim,-120.141388,44.004723,17.4,Mascall,1,1,0,1
210284,Park City,-97.320274,37.803055,7.050000000000001,,1,1,0,1
210591,CM 5073,-103.720558,42.423332,8.6,Snake Creek,1,1,1,0
210633,UCMP loc. 3042,-119.662277,44.487034,14.4,Mascall,2,1,1,1
212307,La Plegaria,-99.400002,19.833332,7.050000000000001,,11,11,7,4
212335,Jalostotitlan City,-102.468056,21.206944,7.050000000000001,,1,1,1,0
212337,Chincua,-101.175835,19.418888,7.050000000000001,,6,5,6,0
212338,El Gigante,-105.177498,21.716667,7.050000000000001,,7,7,6,1
212339,El Trapiche Village,-105.157776,21.681389,7.050000000000001,,5,5,5,0
212341,Santo Domingo,-103.254166,21.416945,7.050000000000001,,8,6,8,0
212342,Los Velis,-103.257225,21.445278,7.050000000000001,,3,2,3,0
212622,JDNM 267 Hawk Rim Main locality,-120.125,44.0,17.4,Mascall,13,11,11,2
212623,JDNM 271 Hawk Rim Blowout locality,-120.125,44.0,17.4,Mascall,8,5,6,2
212624,JDNM 272 Hawk Rim Brit locality,-120.125,44.0,17.4,Mascall,5,2,4,1
212625,JDNM 269 Hawk Rim Carnivore locality,-120.125,44.0,17.4,Mascall,6,5,4,2
212626,JDNM 268 Hawk Rim Cone locality,-120.125,44.0,17.4,Mascall,4,3,4,0
212627,JDNM 270 Hawk Rim Front Hills locality,-120.125,44.0,17.4,Mascall,6,4,6,0
21371,Haughton-Astrobleme,-89.430275,75.41111,21.744999999999997,Haughton,6,2,3,1
214888,Robbins Fossil Quarry,-117.076385,35.063889,14.4,Barstow,23,18,15,7
214889,Truck Top Quarry,-117.113609,35.06028,14.4,Barstow,14,11,13,1
216990,"Archer, near",-82.518997,29.529968,7.050000000000001,Alachua,7,7,7,0
218109,Little Jacks Creek,-115.924812,42.771606,7.050000000000001,Chalk Hills,25,15,18,6
218111,Sugar Creek,-115.865868,42.732113,7.050000000000001,Chalk Hills,17,11,13,3
222670,ULGM Locality V-13,-120.519997,42.638058,7.050000000000001,Fort Rock,4,1,2,0
225600,Río Pataste,-84.668892,10.564444,13.805,Venado,1,1,1,0
22630,1477 Hill Quarry,-103.861,42.419201,14.186499999999999,Harrison,3,1,3,0
22641,Beardog Hill,-103.866669,42.416668,20.8,Marsland,4,4,0,4
22852,Carlson Quarry,-100.901947,40.052776,10.5,Ogallala,1,1,0,1
229134,W. M. Keck locality P-102,-119.927223,39.52861,7.050000000000001,Hunter Creek Sandstone,1,1,1,0
229135,W. M. Keck locality P-103,-119.927223,39.52861,7.050000000000001,Hunter Creek Sandstone,3,2,3,0
229136,W. M. Keck locality P-104,-119.927223,39.52861,7.050000000000001,Hunter Creek Sandstone,4,2,4,0
229137,W. M. Keck locality P-106,-119.927223,39.52861,7.050000000000001,Hunter Creek Sandstone,2,1,2,0
229138,W. M. Keck locality P-107,-119.927223,39.52861,7.050000000000001,Hunter Creek Sandstone,4,3,4,0
229139,W. M. Keck locality P-108,-119.927223,39.52861,7.050000000000001,Hunter Creek Sandstone,1,0,1,0
229140,W. M. Keck locality P-126,-119.927223,39.52861,7.050000000000001,Hunter Creek Sandstone,1,0,1,0
229141,W. M. Keck locality P-127,-119.927223,39.52861,7.050000000000001,Hunter Creek Sandstone,2,1,2,0
229142,W. M. Keck locality P-129,-119.927223,39.52861,7.050000000000001,Hunter Creek Sandstone,1,0,1,0
229143,W. M. Keck locality P-109,-119.957222,39.511391,10.95,Hunter Creek Sandstone,1,0,1,0
229144,W. M. Keck locality P-110,-119.957222,39.511391,10.95,Hunter Creek Sandstone,2,0,2,0
229145,W. M. Keck locality P-125,-119.957222,39.511391,10.95,Hunter Creek Sandstone,2,1,2,0
229146,W. M. Keck locality P-128,-119.957222,39.511391,10.95,Hunter Creek Sandstone,1,0,1,0
229147,W. M. Keck locality P-131,-119.957222,39.511391,10.95,Hunter Creek Sandstone,1,0,1,0
229148,W. M. Keck locality P-133,-119.957222,39.511391,10.95,Hunter Creek Sandstone,1,0,1,0
229149,W. M. Keck locality P-134,-119.957222,39.511391,10.95,Hunter Creek Sandstone,1,0,1,0
229150,W. M. Keck locality P-167,-119.957222,39.511391,10.95,Hunter Creek Sandstone,1,0,1,0
229152,W. M. Keck locality P-132,-119.957222,39.511391,10.95,Hunter Creek Sandstone,2,0,2,0
229153,W. M. Keck locality P-105,-119.927223,39.52861,5.4,Hunter Creek Sandstone,2,1,2,0
230864,Cottonwood Creek,-120.175552,44.923889,20.5,John Day,1,1,0,1
230904,"""Loup Fork Fauna"", Cottonwood Creek",-120.175552,44.923889,14.4,Mascall,4,2,2,2
230906,Snake Creek Fauna,-103.794441,42.400555,12.850000000000001,,15,15,11,4
230947,Cedar Creek,-103.186668,40.735001,14.4,,1,1,0,1
231010,Cottonwood Creek,-120.175552,44.923889,14.4,Mascall,2,2,1,1
231897,Unity,-118.150002,44.450001,10.95,Ironside,1,1,1,0
231898,"7 miles southeast of Fort Logan, Deep River",-111.0,46.0,14.4,Deep River,5,3,5,0
231900,Kingsford Mine,-82.0,28.0,14.4,,1,1,1,0
231901,"RAM loc. V201006, Barstow Mud hills",-117.0,35.0,14.4,Barstow,1,1,1,0
231902,HQ Quarry,-103.300003,40.5,14.4,,2,1,2,0
231903,Saw Rock,-100.900002,37.200001,5.4,,2,1,2,0
232055,"Wilbur Locality, SDSM V8910",-120.665558,46.680279,7.050000000000001,Ellensburg,15,13,13,2
232149,UCMP V6432,-119.647224,44.748333,17.4165,John Day,1,1,1,0
232513,Jalteco 26 “Kowallis” - Above Dated Ash,-104.082222,20.14139,7.050000000000001,San Jose,4,4,4,0
232515,UCMP RV8103 ,-118.5,35.299999,7.050000000000001,Horned Toad,1,1,1,0
234755,Hemingford Area,-103.099998,42.799999,17.4,Runningwater,2,2,2,0
234756,Sands of the Niobrara River (coll. Hayden 1857),-102.5,42.700001,10.95,Ash Hollow,1,1,1,0
237237,Antillothrix bernensis,-68.547226,18.732107,14.186499999999999,,1,1,0,0
237752,Cajon Pass,-117.430222,34.325176,15.5,Cajon Valley,5,3,5,0
237803,Big Cut Locality,-120.158333,45.68639,7.050000000000001,Alkali  Canyon,1,1,1,0
237928,Arlington 3,-120.151665,45.67889,7.050000000000001,Alkali Canyon,3,3,3,0
237929,Arlington 4,-120.147224,45.693611,7.050000000000001,Alkali Canyon,2,2,2,0
237930,Arlington 7,-120.176941,45.68861,7.050000000000001,Alkali Canyon,5,5,5,0
237940,Arlington 5,-120.160278,45.671944,7.050000000000001,Alkali Canyon,3,3,3,0
237941,Arlington 8,-120.14167,45.674168,7.050000000000001,Alkali Canyon,1,1,1,0
237942,Arlington 13,-120.157501,45.68222,7.050000000000001,Alkali Canyon,3,3,3,0
239507,KU-CO-048,-103.291664,40.895279,17.4,Pawnee Creek,1,1,1,0
239943,UO 4158 Coglan Buttes Mylagaulid area,-120.348892,42.60611,22.9,,2,2,2,0
239944,UO 4166 Coglan Buttes Guzzler Area,-120.347221,42.597221,22.9,,2,1,0,2
239945,"UO 4164 Coglan Buttes, Beardog Area",-120.3675,42.601391,22.9,,3,3,2,1
239946,"UO 4165 Coglan Buttes, Beardog Area",-120.363892,42.610279,22.9,,1,1,0,1
239947,UO 4152 Coglan Buttes Shelter Area,-120.358612,42.59639,22.9,,3,3,2,1
239948,"UO 4156 Coglan Buttes, Beardog Area",-120.363609,42.598057,22.9,,1,1,0,1
239949,"UO 4162 Coglan Buttes, Mylagaulid area",-120.378891,42.608891,22.9,,1,1,1,0
239950,"UO 4155 Coglan Buttes, Beardog Area",-120.381943,42.605831,22.9,,2,2,2,0
239951,"UO 4153 Coglan Buttes, Shelter Area",-120.369164,42.608891,22.9,,1,1,1,0
240929,UCMP V88079 - ‘‘Hanson’s Dog”,-117.983002,39.389999,14.4,Monarch Mill,1,1,0,1
240931,UCMP V67245 - ‘‘Eastgate 2”,-117.980003,39.389999,14.4,Monarch Mill,1,1,0,1
240932,"UCMP V87139 - ""V-3”",-117.983002,39.389999,14.4,Monarch Mill,1,1,0,1
26019,Cottonwood Creek (UNSM Dw-117),-102.960701,42.445599,17.4,Runningwater,9,8,5,0
26549,Tyner Farm,-82.099998,29.799999,7.050000000000001,,12,8,10,1
26565,Alligator Slide,-100.0,42.700001,10.95,Ash Hollow,1,0,0,1
26574,Gray Fossil Site,-82.476669,36.419724,5.4,,28,21,16,7
27481,South-southwest of Franklin,-98.960602,40.052799,14.4,,16,7,9,3
275656,Haughton Crater,-89.666664,75.383331,19.509999999999998,Haughton,1,1,1,0
278117,Rabbithole,-118.498611,40.325832,14.4,,1,0,0,0
278650,Kimball,-103.663002,41.235699,14.186499999999999,,1,1,1,0
28043,Stage Hill I,-103.666664,41.700001,20.8,Wildcat Hills Beds,29,29,20,7
31183,Domo de Zaza,-79.53083,21.621111,19.509999999999998,Lagunitas,5,4,2,0
34807,Harrison Formation (Migmacastor Locality),-103.744797,42.5322,20.8,Harrison,1,1,1,0
35430,Rick Irwin Site,-99.599998,42.783333,7.050000000000001,,11,10,2,9
35575,Simojovel (Balumtum Sandstone),-92.633331,17.200001,19.509999999999998,Balumtum Sandstone,1,1,1,0
35591,Stephen Prairie,-95.212502,30.745556,14.4,Fleming,2,2,1,1
35606,Foster Ranch,-103.532501,42.345001,17.4,Runningwater,1,1,0,1
35607,Dawes County Sect 23 T30N R49W,-103.039101,42.5611,17.4,Runningwater,1,1,0,1
35608,U.S. Highway 40 Roadcut,-106.242401,40.064499,17.4,Troublesome,1,1,0,1
36263,Curlew Creek,-82.787224,28.044722,21.6,,2,1,2,0
37520,Mundy's Landing Hipparion site,-84.770836,37.854168,8.85,,1,0,1,0
37802,Pocket Mouse Burrows,-98.097397,42.386299,10.95,Ash Hollow,1,1,1,0
37803,Above Pocket Mouse Burrows,-98.097397,42.386299,10.95,Ash Hollow,1,1,1,0
40517,Milpitas Road,-121.833298,37.450001,10.533000000000001,Briones,1,1,0,0
45483,Santa Barbara Lighthouse,-119.723053,34.395557,14.9,Monterey,1,1,0,0
45496,Stone Canyon,-120.544724,36.015278,18.215,Vaqueros,1,1,0,0
51592,Goldsboro,-77.992996,35.384998,14.186499999999999,,1,1,1,0
52180,"Temple Hill, NE",-117.75222,33.557499,17.134999999999998,Topanga,3,3,0,0
58451,Cenote Kambul,-89.716667,21.066668,7.050000000000001,Carrillo Puerto,1,1,0,0
58993,"Big Creek, south",-124.060745,44.646618,18.215,Nye,5,3,0,4
59059,Sharktooth Hill Bonebed,-118.912178,35.465393,14.9,Temblor,10,8,3,1
62876,Aelurodon Cut (Aelurodon Jaws),-112.169899,45.896999,14.4,Sixmile Creek,1,1,0,1
62877,Aelurodon Cut (Aepycamelus Metapodial),-112.169899,45.896999,14.4,Sixmile Creek,1,1,1,0
67638,Reunion Creek,-101.349998,42.883331,20.8,Reunion Creek Beds,10,10,8,0
69806,Belmont Grade,-103.349998,42.549999,20.8,Coffee Mill Butte Beds,17,16,13,0
69807,Collins Ranch,-102.199997,42.799999,20.8,Lavaca Flats Beds,14,14,11,0
69808,Eastern Runningwater Fauna,-102.0,42.75,17.4,Runningwater,20,18,17,0
69915,UNSM Sh-109,-102.099998,42.700001,17.4,Runningwater,7,7,6,0
69916,UNSM Cr-149,-102.0,42.75,17.4,Runningwater,10,10,8,0
70119,Wild Horse Creek #1,-99.599998,35.683334,8.6,Ogallala,6,4,5,1
70133,South Canadian River Procamelus Site,-99.633331,35.799999,14.186499999999999,Ogallala,1,1,1,0
71139,San Juan Unión,-99.633331,18.633333,7.105,,1,1,1,0
71406,Sciurus olsoni type locality,-119.112778,39.558334,10.95,Truckee,1,1,1,0
72052,Summit Pass oreodont,-103.166664,45.366669,17.4,Arikaree,1,1,1,0
74096,Blastomeryx olcotti type locality,-104.449997,42.766666,20.8,,1,1,1,0
74098,Crocodilian Locality D,-98.125999,42.393398,10.95,Ash Hollow,3,2,3,0
74792,L. A. Mus. no. V492,-117.083336,35.066666,14.4,Barstow,6,0,5,1
75859,Smith Valley (LACM 7685),-119.333336,38.849998,7.050000000000001,Coal Valley,2,2,2,0
75945,UTBEG 31190 (USNM Collection),-95.216667,30.75,17.4,Oakville,4,3,4,0
79633,Joseph R Thomasson Site 9a,-99.51667,39.016666,7.050000000000001,Ogallala,2,2,2,0
85056,Northeast Rim of Sinclair Draw,-102.75,42.033333,14.4,Olcott,1,1,0,1
89444,Centenario Bridge,-79.636787,9.030115,17.4,Cucaracha,3,3,3,0
93076,Steer Creek (Burge Member),-100.849998,42.716667,10.95,Valentine,1,1,1,0
93077,Reynolds,-84.099998,32.566666,7.050000000000001,,1,1,1,0
93107,UCR RV-7515,-116.683334,32.966667,14.4,Punchbowl,4,4,4,0
94334,Utah Geological Survey Site 42Sv066v,-112.26667,38.583332,7.050000000000001,Sevier,5,5,5,0
