title,year,doi,url,venue,authors,work_type,query_ids,source_apis
Battery Benchmarking,2020,10.12968/s1467-5560(23)60178-2,https://doi.org/10.12968/s1467-5560(23)60178-2,Electric and Hybrid Vehicle Technology International,,journal-article,Q09,Crossref
Battery Electric Vehicle Fast Charging–Evidence from the Norwegian Market,2020,10.3390/wevj11020038,https://doi.org/10.3390/wevj11020038,World Electric Vehicle Journal,Erik Figenbaum,journal-article,Q09,Crossref
Battery Management System for Future Electric Vehicles,2020,10.3390/books978-3-03943-351-3,https://doi.org/10.3390/books978-3-03943-351-3,,,edited-book,Q03;Q11,Crossref
Battery Management System for Future Electric Vehicles,2020,10.3390/app10155095,https://doi.org/10.3390/app10155095,Applied Sciences,Bedatri Moulik; Dirk Söffker,journal-article,Q03,Crossref
Battery Power,2020,10.12968/s1467-5560(23)60092-2,https://doi.org/10.12968/s1467-5560(23)60092-2,Electric and Hybrid Vehicle Technology International,Alex Grant,journal-article,Q09,Crossref
Battery Safety CertifiCation,2020,10.12968/s1467-5560(23)60170-8,https://doi.org/10.12968/s1467-5560(23)60170-8,Electric and Hybrid Vehicle Technology International,,journal-article,Q09,Crossref
Big Data Analytics and Computing for Digital Forensic Investigations,2020,10.1201/9781003024743,https://doi.org/10.1201/9781003024743,,,reference-book,Q05,Crossref
Big Data Challenges and Hype Digital Forensic,2020,10.1201/9781003024743-3,https://doi.org/10.1201/9781003024743-3,Big Data Analytics and Computing for Digital Forensic Investigations,Anasuya Swain,book-chapter,Q05,Crossref
Big Data Digital Forensic and Cybersecurity,2020,10.1201/9781003024743-9,https://doi.org/10.1201/9781003024743-9,Big Data Analytics and Computing for Digital Forensic Investigations,Pallavi Mishra,book-chapter,Q05,Crossref
Big Data Forensics: Hadoop 3.2.0 Reconstruction,2020,10.1016/j.fsidi.2020.300909,https://doi.org/10.1016/j.fsidi.2020.300909,Forensic Science International: Digital Investigation,Edward Harshany; Ryan Benton; David Bourrie; William Glisson,journal-article,Q05,Crossref
"Big Data, Consequentialism and Privacy",2020,10.3366/edinburgh/9781474463522.003.0002,https://doi.org/10.3366/edinburgh/9781474463522.003.0002,Big Data and Democracy,Kieron O’Hara,book-chapter,Q08,Crossref
Biologic Entity Identifier with Attribute Identifier,2020,10.32388/lc13oy,https://doi.org/10.32388/lc13oy,Definitions,,reference-entry,Q07,Crossref
"Chapter 7: Inventory Management, Storage, Return, and Disposal",2020,10.21019/9781582123202.ch07,https://doi.org/10.21019/9781582123202.ch07,"Pharmacy Technician Certification Quick-Study Guide, 5th Edition",,book-chapter,Q12,Crossref
Compact Battery Test Equipment,2020,10.12968/s1467-5560(22)60165-9,https://doi.org/10.12968/s1467-5560(22)60165-9,Electric and Hybrid Vehicle Technology International,,journal-article,Q09,Crossref
Competition and Privacy in Online Markets: Evidence from the Mobile App Industry,2020,10.5465/ambpp.2020.203,https://doi.org/10.5465/ambpp.2020.203,Academy of Management Proceedings,Reinhold Kesler; Michael Kummer; Patrick Schulte,journal-article,Q04,Crossref
Comprehensive Survey of Machine Learning Approaches in Cognitive Radio-Based Vehicular Ad Hoc Networks,2020,10.1109/access.2020.2989870,https://doi.org/10.1109/access.2020.2989870,IEEE Access,Md. Asif Hossain; Rafidah Md Noor; Kok‐Lim Alvin Yau; Saaidal Razalli Azzuhri; Muhammad Reza Z’aba; Ismail Ahmedy,article,Q09,OpenAlex
Concept of Mobile Application for Mobility as a Service Based on Autonomous Vehicles,2020,10.3390/su12176737,https://doi.org/10.3390/su12176737,Sustainability,Yinying He; Csaba Csiszár,article,Q04,OpenAlex
Container and VM Visualization for Rapid Forensic Analysis,2020,10.24251/hicss.2020.783,https://doi.org/10.24251/hicss.2020.783,Proceedings of the ... Annual Hawaii International Conference on System Sciences/Proceedings of the Annual Hawaii International Conference on System Sciences,Jordan Shropshire; Ryan Benton,article,Q11,OpenAlex
Correction to: Shared Images and Camera Fingerprinting May Lead to Privacy Issues,2020,10.1007/978-3-030-39489-9_14,https://doi.org/10.1007/978-3-030-39489-9_14,Advanced Sciences and Technologies for Security Applications,Rahimeh Rouhi; Flavio Bertini; Danilo Montesi,book-chapter,Q01,Crossref
Countermeasures Against Hardware Trojans,2020,10.1007/978-3-030-47218-4_7,https://doi.org/10.1007/978-3-030-47218-4_7,"Viruses, Hardware and Software Trojans",Anatoly Belous; Vitali Saladukha,book-chapter,Q14,Crossref
"COVID, CITIES and CLIMATE: Historical Precedents and Potential Transitions for the New Economy",2020,10.3390/urbansci4030032,https://doi.org/10.3390/urbansci4030032,Urban Science,Peter Newman,article,Q10,OpenAlex
Cultivating Invisible Impact with Deep Technology and Creative Destruction,2020,10.24840/2183-0606_008.003_0002,https://doi.org/10.24840/2183-0606_008.003_0002,Journal of Innovation Management,Joshua Siegel; Sriram Krishnan,article,Q03;Q06,OpenAlex
Cybersecurity of Smart Electric Vehicle Charging: A Power Grid Perspective,2020,10.1109/access.2020.3041074,https://doi.org/10.1109/access.2020.3041074,IEEE Access,Samrat Acharya; Yury Dvorkin; Hrvoje Pandžić; Ramesh Karri,article,Q09,OpenAlex
"D01 WP 1 - Report that summarises disruptive technologies, use cases of new mobility services and regulations by city/region",2020,,https://research.tue.nl/en/publications/5973f41e-3967-44fd-827f-f78c88baddc1,TU/e Research Portal,Imma Ribas; Eva Gallardo Gallardo; Valeria Caiati; Ping-Jen Kao; Vincenç Fernandexz,report,Q06,OpenAlex
Data Collection Techniques for Forensic Investigation in Cloud,2020,10.5772/intechopen.82013,https://doi.org/10.5772/intechopen.82013,Digital Forensic Science,Thankaraja Raja Sree; Somasundaram Mary Saira Bhanu,book-chapter,Q05,Crossref
Data privacy A to Z,2020,10.4337/9781789906196.00014,https://doi.org/10.4337/9781789906196.00014,Determann’s Field Guide To Data Privacy Law,,book-chapter,Q08,Crossref
Data Science and Big Data Analytics,2020,10.1201/9781003024743-6,https://doi.org/10.1201/9781003024743-6,Big Data Analytics and Computing for Digital Forensic Investigations,Ananta Charan Ojha; Subhendu Kumar Pani,book-chapter,Q05,Crossref
"Decision letter for ""Smart home power management system for electric vehicle battery charger and electrical appliance control""",2020,10.1002/2050-7038.12812/v1/decision1,https://doi.org/10.1002/2050-7038.12812/v1/decision1,,,peer-review,Q03,Crossref
Deep Learning for Edge Computing Applications: A State-of-the-Art Survey,2020,10.1109/access.2020.2982411,https://doi.org/10.1109/access.2020.2982411,IEEE Access,Fangxin Wang; Miao Zhang; Xiangxiang Wang; Xiaoqiang Ma; Jiangchuan Liu,article,Q09,OpenAlex
Default effects in app selection: German adolescents’ tendency to adhere to privacy or social relatedness features in smartphone apps,2020,10.1177/2050157918819616,https://doi.org/10.1177/2050157918819616,Mobile Media &amp; Communication,Sven Joeckel; Leyla Dogruel,journal-article,Q04,Crossref
Demand Management of Station-Based Car Sharing System Based on Deep Learning Forecasting,2020,10.1155/2020/8935857,https://doi.org/10.1155/2020/8935857,Journal of Advanced Transportation,Daben Yu; Zongping Li; Qinglun Zhong; Yi Ai; Wei Chen,article,Q07,OpenAlex
"Digital Transformation, Systemic Design, and Automotive Electronics [Automotive Electronics]",2020,10.1109/mvt.2020.2980097,https://doi.org/10.1109/mvt.2020.2980097,IEEE Vehicular Technology Magazine,João Pedro F. Trovão,article,Q06;Q10,OpenAlex
Digitalization Trends,2020,10.1007/978-3-030-37966-7_3,https://doi.org/10.1007/978-3-030-37966-7_3,SpringerBriefs in energy,Michel Noussan; Manfred Häfner; Simone Tagliapietra,book-chapter,Q04,OpenAlex
Document Identifier with Attribute Identifier,2020,10.32388/g46yfr,https://doi.org/10.32388/g46yfr,Definitions,,reference-entry,Q07,Crossref
Driver identification using in-vehicle digital data in the forensic context of a hit and run accident,2020,10.1016/j.fsidi.2020.301090,https://doi.org/10.1016/j.fsidi.2020.301090,Forensic Science International: Digital Investigation,Klara Dološ; Conrad Meyer; Andreas Attenberger; Jessica Steinberger,journal-article,Q05,Crossref
Dual Nonlinear Kalman Filter-Based SoC and Remaining Capacity Estimation for an Electric Scooter Li-NMC Battery Pack,2020,10.3390/en13030540,https://doi.org/10.3390/en13030540,Energies,Filip Maletić; Mario Hrgetić; Joško Deur,journal-article,Q03,Crossref
East Village at Knutsford: A Case Study in Sustainable Urbanism,2020,10.3390/su12166296,https://doi.org/10.3390/su12166296,Sustainability,Josh Byrne; Mike Mouritz; Mark Taylor; Jessica K. Breadsell,article,Q10,OpenAlex
Eco-Efficient Mobility in Smart City Scenarios,2020,10.3390/su12208443,https://doi.org/10.3390/su12208443,Sustainability,Ramón Sanchez‐Iborra; Luis Bernal-Escobedo; José Santa,article,Q03;Q10,OpenAlex
"Effect of Privacy, Trust, and Risk Concerns on Mobile App-based Shopping: An Empirical Study in the Context of India",2020,10.17492/jpi.manthan.v7i2.722010,https://doi.org/10.17492/jpi.manthan.v7i2.722010,MANTHAN: Journal of Commerce and Management,. .,journal-article,Q04,Crossref
Electric Scooter Sharing and Bike Sharing User Behaviour and Characteristics,2020,10.3390/su12229640,https://doi.org/10.3390/su12229640,Sustainability,Tomasz Bieliński; Agnieszka Ważna,journal-article,Q06,Crossref
Evaluating the Rise of Electric Scooters Through Porter’s Five Forces Framework,2020,10.4135/9781529741100,https://doi.org/10.4135/9781529741100,,Marion Hambrick; Addison Pond,reference-book,Q16,Crossref
Evaluation Methods for the Impacts of Shared Mobility: Classification and Critical Review,2020,10.3390/su122410504,https://doi.org/10.3390/su122410504,Sustainability,Anastasia Roukouni; Gonçalo Homem de Almeida Correia,article,Q07,OpenAlex
Evasive behavior-based method for threat assessment in different scenarios: A novel framework for intelligent vehicle,2020,10.1016/j.aap.2020.105798,https://doi.org/10.1016/j.aap.2020.105798,Accident Analysis &amp; Prevention,Huajian Zhou; Zhihua Zhong,journal-article,Q16,Crossref
"Exploring Needs and Quality of Life of Forensic Psychiatric Inpatients in the Reformed Italian System, Implications for Care and Safety",2020,10.3389/fpsyt.2020.00258,https://doi.org/10.3389/fpsyt.2020.00258,Frontiers in Psychiatry,Ellen Vorstenbosch; Luca Castelletti,article,Q11,OpenAlex
Exploring the Impact of Dockless Bikeshare on Docked Bikeshare—A Case Study in London,2020,10.3390/su12156110,https://doi.org/10.3390/su12156110,Sustainability,Dongdong Feng; Lin Cheng; Mingyang Du,journal-article,Q07;Q08,Crossref
Extraction And Examination Of Evidences Using Chip-Off Forensic,2020,10.46293/4n6/2020.02.03.04,https://doi.org/10.46293/4n6/2020.02.03.04,Digital Forensics (4n6) Journal,Djalma Fonseca,journal-article,Q05,Crossref
FedLoc: Federated Learning Framework for Data-Driven Cooperative Localization and Location Data Processing,2020,10.1109/ojsp.2020.3036276,https://doi.org/10.1109/ojsp.2020.3036276,IEEE Open Journal of Signal Processing,Feng Yin; Zhidi Lin; Qinglei Kong; Yue Xu; Deshi Li; Sergios Theodoridis; Shuguang Cui,article,Q11,OpenAlex
Focus Group Interviews Employed in the Research Analysing Young Adults’ Behaviour on the Market of Alternative Means of City Transport,2020,10.24917/20801653.343.6,https://doi.org/10.24917/20801653.343.6,Studies of the Industrial Geography Commission of the Polish Geographical Society,Anna Irena Szymańska,article,Q04,OpenAlex
From data to decisions in urban transit and logistics,2020,,https://hdl.handle.net/1721.1/127296,DSpace@MIT (Massachusetts Institute of Technology),Julia Yan,dissertation,Q07,OpenAlex
From Smart City to Society 5.0,2020,10.1007/978-981-15-2989-4_3,https://doi.org/10.1007/978-981-15-2989-4_3,,Atsushi Deguchi,book-chapter,Q10,OpenAlex
"Gender differences in long-term prognosis after NSTEACS: Now you see me, now you don't!",2020,10.1016/j.ejim.2020.08.023,https://doi.org/10.1016/j.ejim.2020.08.023,European Journal of Internal Medicine,Gaia Cattadori; Isabella Tritto; Giuseppe Ambrosio,journal-article,Q13,Crossref
Geo-developmentalism: a new framework for analysis,2020,10.4337/9781789907490.00009,https://doi.org/10.4337/9781789907490.00009,China’s Maritime Silk Road,Gerald Chan,book-chapter,Q16,Crossref
Geovisualization and Geographical Analysis for Fire Prevention,2020,10.3390/ijgi9060355,https://doi.org/10.3390/ijgi9060355,ISPRS International Journal of Geo-Information,Nicklas Guldåker,journal-article,Q16,Crossref
Good to Go? Assessing the Environmental Performance of New Mobility,2020,10.1787/f5cd236b-en,https://doi.org/10.1787/f5cd236b-en,International transport forum policy papers,ITF,paratext,Q04;Q10,OpenAlex
Hadoop Internals and Big Data Evidence,2020,10.1201/9781003024743-4,https://doi.org/10.1201/9781003024743-4,Big Data Analytics and Computing for Digital Forensic Investigations,Bhagirathi Nayak,book-chapter,Q05,Crossref
Hardware Trojans in Electronic Devices,2020,10.1007/978-3-030-47218-4_3,https://doi.org/10.1007/978-3-030-47218-4_3,"Viruses, Hardware and Software Trojans",Anatoly Belous; Vitali Saladukha,book-chapter,Q14,Crossref
Hardware Trojans in Microcircuits,2020,10.1007/978-3-030-47218-4_4,https://doi.org/10.1007/978-3-030-47218-4_4,"Viruses, Hardware and Software Trojans",Anatoly Belous; Vitali Saladukha,book-chapter,Q14,Crossref
"Healthcare Regulations, Threats, and their Impact on Cybersecurity",2020,10.1201/9781003042235-9,https://doi.org/10.1201/9781003042235-9,Cybersecurity for Information Professionals,Mitchell Parker,book-chapter,Q06,Crossref
How Can Smart Mobility Innovations Alleviate Transportation Disadvantage? Assembling a Conceptual Framework through a Systematic Review,2020,10.3390/app10186306,https://doi.org/10.3390/app10186306,Applied Sciences,Luke Butler; Tan Yiğitcanlar; Alexander Paz,review,Q04,OpenAlex
Impact of COVID-19 on Travel Behavior and Shared Mobility Systems,2020,10.5038/cutr-nctr-rr-2020-30,https://doi.org/10.5038/cutr-nctr-rr-2020-30,,Nikhil Menon,report,Q04,OpenAlex
Impacts of Mobility Models on RPL-Based Mobile IoT Infrastructures: An Evaluative Comparison and Survey,2020,10.1109/access.2020.3022793,https://doi.org/10.1109/access.2020.3022793,IEEE Access,Bardia Safaei; Aliasghar Mohammadsalehi; Kimia Talaei Khoosani; Saba Zarbaf; Amir Mahdi Hosseini Monazzah; Farzad Samie; Lars Bauer; Jörg Henkel; Alireza Ejlali,article,Q10,OpenAlex
Implementation of Minimally Shared Blockchains using Big Data Applications,2020,10.1109/isea-isap49340.2020.235000,https://doi.org/10.1109/isea-isap49340.2020.235000,2020 Third ISEA Conference on Security and Privacy (ISEA-ISAP),Kausthav Pratim Kalita; Debojit Boro; Dhruba Kumar Bhattacharyya,proceedings-article,Q01,Crossref
Inclusivity in the classroom : an exploration of education development in Afghanistan,2020,,https://hdl.handle.net/11250/2722658,Duo Research Archive (University of Oslo),Isabella Shahnaz Solheim,dissertation,Q12,OpenAlex
Information leaks in genomic data,2020,10.1016/b978-0-12-816197-5.00003-6,https://doi.org/10.1016/b978-0-12-816197-5.00003-6,Responsible Genomic Data Sharing,Erman Ayday,book-chapter,Q14,Crossref
Intelligence in Mobile Battery Applications Desk Research Report,2020,,https://hdl.handle.net/10216/129580,Open Repository of the University of Porto (University of Porto),Rui Martim Salgado; Joao Carlos Oliveira; Maria Helena Braga,article,Q06;Q10,OpenAlex
Intelligent Hybrid Battery Management System for Electric Vehicle,2020,10.1002/9781119682035.ch10,https://doi.org/10.1002/9781119682035.ch10,Artificial Intelligent Techniques for Electric and Hybrid Electric Vehicles,M. Rajalakshmi; W. Razia Sultana,other,Q03,Crossref
Introducing Differential Privacy Mechanisms for Mobile App Analytics of Dynamic Content,2020,10.1109/icsme46990.2020.00034,https://doi.org/10.1109/icsme46990.2020.00034,2020 IEEE International Conference on Software Maintenance and Evolution (ICSME),Sufian Latif; Yu Hao; Hailong Zhang; Raef Bassily; Atanas Rountev,proceedings-article,Q04,Crossref
Introduction to Digital Forensics,2020,10.1201/9781003024743-1,https://doi.org/10.1201/9781003024743-1,Big Data Analytics and Computing for Digital Forensic Investigations,Prasanta Kumar Parichha,book-chapter,Q05,Crossref
Investigating User Perceptions of Mobile App Privacy,2020,10.4018/ijisp.2020100105,https://doi.org/10.4018/ijisp.2020100105,International Journal of Information Security and Privacy,Andrew R. Besmer; Jason Watson; M. Shane Banks,journal-article,Q04,Crossref
IoT-Enabled Smart Sustainable Cities: Challenges and Approaches,2020,10.3390/smartcities3030052,https://doi.org/10.3390/smartcities3030052,Smart Cities,Laura Belli; Antonio Cilfone; Luca Davoli; Gianluigi Ferrari; Paolo Adorni; Francesco Nocera; Alessandro Dall’Olio; Cristina Pellegrini; Marco Mordacci; Enzo Bertolotti,article,Q09;Q10;Q16,OpenAlex
