registry_row,country_code,name,location,system_id,website_domain,auto_discovery_domain,supported_versions,authentication_type,auto_discovery_status,auto_discovery_sha256,declared_version,feed_names,has_vehicle_status,vehicle_status_status,vehicle_status_sha256,vehicle_count,vehicle_field_names,has_vehicle_id,has_location_fields,has_last_reported,has_battery_percent,has_range,has_deep_link,vehicle_types_status,vehicle_types_sha256,vehicle_type_count,form_factors,propulsion_types,motorized_declared,fetched_at_utc,error_stage,error_message
782,FR,Lime Sophia Antipolis,Sophia Antipolis,lime_casa,li.me,data.lime.bike,2.2,,200,c489f1e779be819306535fbd4f0eb02848ebab3eac2aa4265c8f7d7dc082acb0,2.2,free_bike_status;station_information;station_status;system_information;vehicle_types,true,200,b469a3902a0945a5be38accce93143442baf369d54754d6520b512f9ad10ca9c,217,bike_id;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;vehicle_type;vehicle_type_id,true,true,true,false,true,false,200,408f0cd5a463c1fc7ee5257fdce99cccf3ae5cc3ab8b7f952bacba3db62d9c82,4,bicycle;scooter,electric;electric_assist;human,true,2026-07-13T15:59:34.040846+00:00,,
783,FR,LOVELO Libre-service,Rouen,inurba-rouen,lovelolibreservice.fr,gbfs.urbansharing.com,2.3,,200,65ee6e7c69653862880a950185c42e85b40472a4c42bcff5962e3907f23b64c1,2.3,station_information;station_status;system_information;system_pricing_plans;vehicle_types,false,,,,,false,false,false,false,false,false,200,2752774737c3e0a02f9cdf28615e5333f0e5bb8beb8f85f66ac5e9c2a34afe7d,1,bicycle,human,false,2026-07-13T15:59:34.062171+00:00,,
784,FR,MontenVélo,Mont Blanc,montenvelo_mont_blanc,montenvelo.fr,gbfs.partners.fifteen.eu,2.2,,200,581130b92b07c31f885034074abc13d1bc0a42473d70b32ac3ba2ea79aa3d700,2.2,free_bike_status;gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,6146998d46825bfaca974328a6dce5bf40538263340a4e6f3913fda2d7d5a499,127,bike_id;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_type_id,true,true,true,false,true,true,200,4dcc572e6a393fecb941fa7e2f98c9b03028dc51fb2966f709c82d38b9280275,1,bicycle,electric_assist,true,2026-07-13T15:59:34.090027+00:00,,
785,FR,Naolib,Nantes,nantes,velo.naolib.fr,api.cyclocity.fr,2.3 ; 3.0,,200,666908cd79e7225126d38f1d72a8da3e198a3c2e54d4fe1ab10f2d350d8acf00,3.0,gbfs_versions;station_information;station_status;system_information;vehicle_types,false,,,,,false,false,false,false,false,false,200,42cd23d66f03528a4e4ea0235a343245670bb61ae604d1c177790c7fc7f94168,1,bicycle,human,false,2026-07-13T15:59:34.233484+00:00,,
786,FR,Naolib Micromob',Chantrerie,chantrerie,naolib.fr,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,2b52855a5f9b8c51224628332db570948e0fcf37fd450c84901d3075915b2b11,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,8f2cc1a5ebaabed8077fb82b77671a78f67f48a50897976a74ea107c6ab05494,160,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:34.237510+00:00,,
787,FR,NemoVélo,Nîmes,nemovelo,nemo-velo.fr,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,c3ebce66b420da92b69442da11dff8e13a1f3d3aec105c8b560886bc25ff227a,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,98ad402f7bade2eb0b5286a141b2d620960dbcf121f7b90a4c360042180a1392,276,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:34.366169+00:00,,
788,FR,Ogalo Cyclette,Saumur,ogalo,ogalo.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,b4f3545bb84b0af73f73cdd91f0c04d227712eb6f1bab1c491a83b524747f995,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,9a54efc1e7cbcff67c78cb54b440fe93467e733206c83ac537a000ccdfa20a5d,97,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:34.419876+00:00,,
789,FR,OLORON,Oloron-Sainte-Marie,mp_OLORON,mobility-parc.net,mobility-parc.net,3.0,,200,abee540345632d159e936ecc480741206b8d3511d6bba1a445ce046a4ed8db50,3.0,station_information;station_status;system_information;vehicle_status;vehicle_types,true,200,76faa35095a12d33cd57fe48b103c178f5f3af80f9f80f953e2e6d950b1b4bf8,0,,false,false,false,false,false,false,200,f49ad61c64de006b8cc9399dffa1dd456106f8a4fdbe46b8062f73f5a13bfeab,1,bicycle,electric_assist,true,2026-07-13T15:59:34.554969+00:00,,
790,FR,Optymo Belfort,Belfort,Optymo_FR_Belfort,optymo.fr,data.optymo.fr,1.0,,200,28aa23532d50ea81281e9424b9b944ea434b5b6e9a86866962374573703255aa,2.2,station_information;station_status;system_information,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T15:59:35.035868+00:00,,
791,FR,Optymo Belfort Auto libre-service,Belfort,Optymo_Belfort_ALS,optymo.fr,data.optymo.fr,2.3,,200,32c93f2d5389e66b3e9728f89521eac037dae55cb77b1914d57d94d9b5412219,2.3,gbfs;gbfs_versions;station_information;station_status;system_information;vehicle_types,false,,,,,false,false,false,false,false,false,200,a7f8e017201a69b0bd21933af3a090a6f59198646005153f7a6eeff6dfca094f,5,car,combustion;electric,true,2026-07-13T15:59:35.081548+00:00,,
792,FR,PAYS D'OPALE,Pays d'Opale,mp_Opale,mobility-parc.net,mobility-parc.net,3.0,,200,08e532868a6c49d5c28656a4b8825c323376b34bead19dde643ca75a5d87008e,3.0,station_information;station_status;system_information;vehicle_status;vehicle_types,true,200,8376600063c35d145ec4cd65919fc305d652f00143136fee867bb4884feab42c,0,,false,false,false,false,false,false,200,3b739dc555f35702b65e3586f0a857bdacc7279e430f8cac8b50f33b21e9e553,1,bicycle,electric_assist,true,2026-07-13T15:59:35.222652+00:00,,
793,FR,PAYS DE L'ARBRESLE - VEL'PAR,Courzieu,mp_ARBRESLE,mobility-parc.net,mobility-parc.net,3.0,,200,7fa6728a349ec601fd146f1b7738a2cbd1aa6d59f1b4904393ae5a46497add7b,3.0,station_information;station_status;system_information;vehicle_status;vehicle_types,true,200,08eca1958ca8ddf7a160b3e56cf551031a554306f3967916fa19c460effcb0ae,0,,false,false,false,false,false,false,200,f22d9ae164e1bd94d25cead73c89f5cc91b1c53c7980a8d56c7128f76e8e7dbd,1,bicycle,electric_assist,true,2026-07-13T15:59:35.446942+00:00,,
794,FR,PAYS DU COQUELICOT,Albert,mp_COQUELICOT,mobility-parc.net,mobility-parc.net,3.0,,200,8105e96e34df4053d436442636702a8f143d16775b5ae13cb9553ff14212419d,3.0,station_information;station_status;system_information;vehicle_status;vehicle_types,true,200,f4de5c82484813cac1b079ef25ced1424272c061748c80021fc165a9c468f620,0,,false,false,false,false,false,false,200,fcc995210f9571b4aca062917b660d0d0b56ae57e92695a513666d77f882bcb6,1,bicycle,electric_assist,true,2026-07-13T15:59:35.759198+00:00,,
795,FR,Périvélo,Périgueux,perivelo,perivelolibreservice.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,27183258f30b3df1e6a0bc49a6136f61b6d482aaaf6e799e47c933b9ddf9d635,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,e8b74400281bee8732cfba9d696dceb1ff3f957f7ca0a8d556445475006e4ba8,17,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:35.767670+00:00,,
796,FR,Pony Angers,Angers,pony_Angers,getapony.com,proxy.transport.data.gouv.fr,2.2,,200,2a978103f49f9376a70de5863905240c0cc3a6c516ce63984f3bd25e70f0f713,3.0,gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,9621e7998faf25d421155c7d7f047bdae878acf65d44c289a41386cd558f6058,663,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,9849f50f8072afecbf5425fba06a1117a0e174c81a9e2bda59c8b59f12fe95a9,3,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:35.842986+00:00,,
797,FR,Pony Basque Country,Basque Country,pony_Basque_Country,getapony.com,proxy.transport.data.gouv.fr,2.2,,200,41a2b28f14056bdbc2fb0e624e06a34cfd547fb436e95e860f5d1cde97dc154c,3.0,gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,45079557edfae6f7c851c42e8e21e917339ea76076041aef0a2b0377c326b566,212,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,86506f95d0e8398d49ba8286bb7d63acb931d6fbb019dc5f58cdbf79a0c047e6,3,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:35.923258+00:00,,
798,FR,Pony Beauvais,Beauvais,pony_Beauvais,getapony.com,proxy.transport.data.gouv.fr,2.2,,200,faf2d02cb5a44f2dc47116eb9df9f1ecd88ad516baf8b2025c9c0821b31398f5,3.0,gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,bf84db9ed84be658dcb9604ddbac8a765f7722f35d4c770ad53a607469dae833,4,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,9849f50f8072afecbf5425fba06a1117a0e174c81a9e2bda59c8b59f12fe95a9,3,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:36.031082+00:00,,
799,FR,Pony Bordeaux,Bordeaux,pony_bordeaux,getapony.com,proxy.transport.data.gouv.fr,2.2,,200,3c7d098baef34b26f0eb52f5844937f24e3b767512409ba5b006e13c003a3e29,3.0,gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,23e66d23ba63568a17a8f045a8404163e4c7fcc57e6565e2b28fc1106a7b0105,1474,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,a1feb3eb3221fe06d46bc530f3c7ec0f2f316a382722a2d14ebfbaa21ab1f815,3,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:36.107094+00:00,,
800,FR,Pony Bourges,Bourges,pony_Bourges,getapony.com,proxy.transport.data.gouv.fr,2.2,,200,6305d5f371c0d092fea50eb4fe625dbc3591d4a2ebc087d86f95e71759d28032,3.0,gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,fc03adaf3abd1506ad08a401cbc65a633be16e160ae7d7861ad1e126ccdd73a7,117,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,3f92b09d1365c749da29e3aa5b842e11e15fc2b290e99cf294873b1920888576,3,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:36.392369+00:00,,
801,FR,Pony Evry,Evry,pony_Evry,getapony.com,proxy.transport.data.gouv.fr,2.2,,200,631d8ba9c5cf468208deb22b2774e6502b78c2012fd11140610abeeba2ea1f9a,3.0,gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,b6405bd527eba5bf9f195d7b0aa2beba1ba05b184dae0645a31b4f5493baf72e,169,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,3f92b09d1365c749da29e3aa5b842e11e15fc2b290e99cf294873b1920888576,3,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:36.598225+00:00,,
802,FR,Pony Herouville,Herouville-Saint-Clair,pony_Herouville,getapony.com,proxy.transport.data.gouv.fr,2.2,,200,b5c1559dec2228629fcadb0d391ad1c86ea2f574131ff2f2d677ab79efbe7414,3.0,gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,ef0bdfef338091ae8047555683a80d37c1f8940c99a7d96f7a050a64bcc562bf,45,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,fc9614d16a9268bc1327e59af46c43d84259cf5b7fda6223974fc01cf696e246,3,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:37.051397+00:00,,
803,FR,Pony Limoges,Limoges,pony_Limoges,getapony.com,proxy.transport.data.gouv.fr,2.2,,200,e3cc196a0360f1d332203c7ebf26c05efa1a61a243d8998079f1b66be1ffe3b6,3.0,gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,5dff8711593f8d3758ed6bcab60511462b137313709956ac6398d3e744abae79,141,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,fc9614d16a9268bc1327e59af46c43d84259cf5b7fda6223974fc01cf696e246,3,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:37.164300+00:00,,
804,FR,Pony Lorient,Lorient,pony_Lorient,getapony.com,proxy.transport.data.gouv.fr,2.2,,200,4816c9a2de82832aec8388f87b10ad30f160199bd5020cdc968ffb0e3d0124d1,3.0,gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,1b0febb5dd684d142769adcd1f57e7aebe11cc4a1f93f8f1c73927f8f85b0d91,33,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,a1feb3eb3221fe06d46bc530f3c7ec0f2f316a382722a2d14ebfbaa21ab1f815,3,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:37.274633+00:00,,
805,FR,Pony Nice,"Nice, FR",pony_Nice,getapony.com,proxy.transport.data.gouv.fr,2.2,,200,c6990dce3ac4fc80b1a78496aa749b87d9c9b9d6d6f4af43eaf8db6bd012259a,3.0,gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,c854c027bbc23126ba9cd20c5c172c4959ebdd015b1cf47f3e279df593190259,546,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,fc9614d16a9268bc1327e59af46c43d84259cf5b7fda6223974fc01cf696e246,3,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:37.519972+00:00,,
806,FR,Pony Perpignan,Perpignan,pony_Perpignan,getapony.com,proxy.transport.data.gouv.fr,2.2,,200,ed7a53f552b117695291044979e8fac9743092f09ecd202b01d94744bdbaf7ae,3.0,gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,7ae2baf3a18cc16dd327c032c56e6b182522b53a46e2693052bbe3af6a835dc9,249,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,fc9614d16a9268bc1327e59af46c43d84259cf5b7fda6223974fc01cf696e246,3,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:37.595033+00:00,,
807,FR,Pony Poitiers,Poitiers,pony_poitiers,getapony.com,proxy.transport.data.gouv.fr,2.2,,200,d16f3521fbbd6ed324fdb0cb4b42b2e73ee9af70c43dcd8e7474c86fa1e4fbd0,3.0,gbfs;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,80b0d6618391068815b17c773e74467f4884c2dd86e232243227c1da417ae089,358,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;station_id;system_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,5fb80bcef0ff39de21e36076cf83da86053e443e53cc9ad0738dba00efe8c09e,3,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:59:37.825194+00:00,,
808,FR,Porte de Vassivière,Eymoutiers,mp_VASSIVIERE,mobility-parc.net,mobility-parc.net,3.0,,200,5adc7faba20827b7aef43ceb03132c9886291841685ddc930293feb5f89d5bb6,3.0,station_information;station_status;system_information;vehicle_status;vehicle_types,true,200,ecfc001bf1c1bbaeb28c45180fc4d9240e66f26f20976f6d4f9f58066855cda5,0,,false,false,false,false,false,false,200,554c3004949dc6bc1aa0a63f3366a2fa6426f86f2325e6ee44e3d3589d28691b,1,bicycle,electric_assist,true,2026-07-13T15:59:38.032220+00:00,,
809,FR,Rhoule,Piriac-sur-Mer,rhoule,rhoule.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,223b24dc1feebcf18214143b43e509e18a49df0e648d9fa76c276649e5c42237,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,ed6d143e4f2e8a9095c7d1208e9176b8b7a0b960ed968c4486ca073c958c43f6,10,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:38.155428+00:00,,
810,FR,RLV'Lib,Riom,rlvlib,rlvlib.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,e078d27fe5cb0431089f2caf780c59af2a4597f10bc7a28d4d3b0362bd537c8b,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,1bc5b10660d24bbad3eb221479456d706315c9ea7910b5e216710307055ddfe5,39,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:38.243586+00:00,,
811,FR,Rubis'Velo,Bourg-en-Bresse,beb,rubis.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,b9fb00326c9507033abcf6c4ea9e4b18173365e5a0dfc8d87fb10ac862a2f87e,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,e640184d13f17b78e5bf3bbd0b2114cfcdf3db2792a77fb50300431f5e3ed9ea,208,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:38.520542+00:00,,
812,FR,Semo Vélo,Louviers,semo,semo.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,14109b11a44deb0c2e9e5cf2a33a06f54050fbf4ba57256f3e8c5b1d3e4124ba,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,7b18020e525ca0c0c5b6f6d761641c8c81dc0beeddc7379c3358893854a30ca4,122,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:38.565534+00:00,,
813,FR,Tempovelo,Agen,tempovelo,tempovelo.ecovelo.mobi,api.gbfs.v3.0.ecovelo.mobi,2.2 ; 3.0,,200,a8f36bb71128e2906faf84a53d15faee4231ec5ee1e8c7cace2c0c49751b2b3d,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_alerts;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,7d14cf488faf14eaf3b7edc7669d16969b5aff25e4037f823ea3565c899fb382,72,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,749935d1826dbc72edce0adb6a42b3c1f54ebfe76c27da15c447067b2e4cfc48,4,bicycle;scooter_standing,electric;electric_assist,true,2026-07-13T15:59:38.616974+00:00,,
